generation,individual_id,LOGLB,NUMG,LOGG,LOGB,TAGW,GHIST,LOGP1,GHIST1,mispredictions,p2 latency,energy per instruction
5,434,4,4,12,9,12,187,10,10,12976,1.77,1127.0
5,435,5,8,8,14,8,171,14,11,30659,1.48,1149.0
5,436,4,4,9,12,8,69,13,12,15123,1.37,697.0
5,437,5,6,9,10,9,95,10,9,13705,1.47,619.0
5,438,5,4,8,14,12,187,10,10,14460,1.34,510.0
5,439,4,8,12,14,8,171,13,11,14099,1.95,2470.0
5,440,6,4,8,10,10,112,10,12,15858,1.33,407.0
5,441,4,6,10,9,13,169,13,11,12494,1.63,1361.0
5,442,4,4,9,10,14,187,19,11,14010,1.36,1105.0
5,443,5,6,10,10,8,150,11,5,29533,1.54,731.0
5,444,4,6,8,13,11,109,13,4,13004,1.42,890.0
5,445,6,4,8,9,12,154,16,5,22203,1.36,800.0
5,446,4,6,10,13,14,121,20,9,12303,1.54,2105.0
5,447,5,5,10,12,14,137,11,8,12373,1.61,838.0
5,448,4,4,8,9,12,169,13,12,15649,1.29,588.0
6,449,4,7,11,11,11,146,15,6,11988,1.74,1768.0
6,450,4,4,9,8,11,63,10,9,17493,1.39,500.0
6,451,5,6,10,10,12,134,16,4,12393,1.6,1219.0
6,452,4,7,8,13,13,145,11,5,12759,1.39,822.0
6,453,4,5,10,12,14,137,11,8,12415,1.59,1183.0
6,454,5,6,10,13,11,137,11,8,12823,1.55,902.0
6,455,4,6,10,12,14,137,11,8,12150,1.66,1427.0
6,456,4,4,9,11,11,125,10,8,20195,1.36,520.0
6,457,4,5,9,10,13,63,19,9,13381,1.47,1290.0
6,458,4,4,8,8,13,137,12,9,15836,1.32,501.0
6,459,6,7,8,12,12,133,13,6,21169,1.46,881.0
6,460,4,6,10,10,13,173,20,4,12202,1.55,2007.0
6,461,4,8,10,12,11,145,15,8,12238,1.64,1719.0
6,462,4,5,12,14,12,171,16,6,11946,2.03,2036.0
6,463,4,8,11,14,14,187,11,5,11762,1.94,2358.0
6,464,4,6,10,10,13,137,20,4,12122,1.55,2002.0
6,465,4,6,10,12,14,145,16,8,11991,1.6,1492.0
6,466,4,4,8,13,14,187,13,4,14695,1.36,712.0
6,467,4,7,10,9,8,117,16,10,12871,1.52,1583.0
6,468,4,4,10,12,11,95,13,8,13725,1.5,924.0
6,469,4,8,8,9,12,173,20,12,12955,1.45,1891.0
6,470,4,7,8,14,12,133,13,10,13159,1.41,984.0
6,471,5,8,12,14,12,171,10,12,11985,2.04,1896.0
6,472,4,5,8,14,8,187,14,11,15317,1.37,761.0
6,473,4,4,11,14,14,187,15,5,12908,1.74,1322.0
6,474,5,4,9,10,14,121,19,5,14371,1.39,1076.0
6,475,4,6,10,9,8,150,10,11,13089,1.5,888.0
6,476,6,8,8,10,8,125,11,11,29785,1.49,678.0
6,477,5,6,10,10,13,112,10,4,16378,1.57,813.0
6,478,4,4,8,9,12,169,12,12,15770,1.32,499.0
6,479,6,4,8,8,12,133,13,6,21593,1.35,498.0
6,480,5,4,10,9,11,173,20,8,13892,1.61,1542.0
6,481,4,8,8,12,8,121,10,10,14159,1.42,809.0
6,482,4,6,10,12,14,154,16,8,12092,1.6,1494.0
6,483,4,6,8,13,12,137,20,5,13063,1.47,1548.0
6,484,5,8,8,9,12,171,11,10,13173,1.45,678.0
6,485,5,7,9,14,10,134,10,4,12624,1.53,786.0
6,486,4,6,8,12,12,154,11,4,13144,1.41,755.0
6,487,5,6,10,13,11,94,10,6,12655,1.54,871.0
6,488,4,6,11,10,13,146,15,6,14792,1.83,1751.0
6,489,4,7,10,8,11,145,16,4,12156,1.6,1706.0
6,490,4,4,9,9,12,138,12,9,14999,1.36,568.0
6,491,4,5,8,8,13,133,20,6,13557,1.41,1490.0
6,492,4,5,10,10,14,134,11,4,12396,1.53,927.0
6,493,5,7,10,12,12,187,11,5,12619,1.68,1093.0
6,494,5,6,8,12,8,154,10,5,29402,1.4,523.0
6,495,5,4,9,9,12,121,10,6,19345,1.39,421.0
6,496,4,5,8,9,11,137,11,5,13690,1.34,542.0
6,497,4,6,12,11,14,160,20,8,14236,1.97,2866.0
6,498,4,6,12,13,12,154,16,10,11969,2.02,2213.0
6,499,4,6,10,10,11,145,20,9,12096,1.53,1946.0
6,500,4,5,9,9,13,138,11,10,12696,1.46,668.0
6,501,5,4,9,14,11,63,10,10,14037,1.37,505.0
6,502,4,4,8,11,12,187,13,10,14423,1.32,564.0
6,503,6,6,10,10,10,112,10,12,12857,1.59,745.0
6,504,4,5,8,13,11,94,11,4,13906,1.38,622.0
6,505,6,6,9,10,13,136,13,11,19046,1.54,814.0
6,506,6,6,10,10,14,181,10,5,17485,1.64,819.0
6,507,4,4,9,12,8,187,13,10,15519,1.38,710.0
6,508,5,4,8,9,8,69,10,9,30512,1.33,349.0
6,509,6,5,10,9,14,187,15,5,17859,1.66,1109.0
6,510,4,4,8,10,14,125,13,5,16067,1.29,613.0
6,511,5,5,8,13,13,187,11,4,13427,1.41,576.0
6,512,5,4,9,9,10,169,13,5,14468,1.44,528.0
6,513,4,4,8,9,8,121,10,12,16593,1.3,392.0
6,514,6,8,9,10,12,136,12,5,13035,1.58,945.0
6,515,4,6,9,14,14,134,13,11,12545,1.46,1118.0
6,516,5,4,8,10,8,112,10,9,30199,1.3,344.0
6,517,6,4,9,12,10,69,10,12,15340,1.47,536.0
6,518,4,4,8,14,12,171,13,11,15556,1.33,723.0
6,519,5,8,12,14,8,187,10,10,30002,1.98,1792.0
6,520,4,4,8,8,12,133,12,4,15633,1.32,487.0
6,521,4,4,8,10,13,125,13,6,15635,1.29,602.0
6,522,5,7,8,14,14,133,13,5,13178,1.55,1095.0
6,523,4,6,8,13,10,137,16,12,21177,1.38,962.0
6,524,4,4,8,10,14,187,11,4,14715,1.34,524.0
6,525,5,4,8,14,8,125,11,11,31019,1.28,467.0
6,526,5,7,9,12,11,187,11,4,12572,1.5,813.0
6,527,5,4,9,12,11,134,11,11,14615,1.42,499.0
7,528,4,4,8,14,14,187,13,10,14871,1.34,750.0
7,529,4,4,8,11,12,187,11,11,14461,1.32,528.0
7,530,5,5,11,12,10,150,10,10,12360,1.77,919.0
7,531,4,8,12,14,12,171,11,11,11900,2.03,2644.0
7,532,6,4,11,13,13,145,13,4,14103,1.76,935.0
7,533,4,6,8,10,10,125,15,4,20982,1.4,1144.0
7,534,4,6,10,10,14,137,20,8,12229,1.56,2046.0
7,535,4,6,10,12,13,145,16,4,11930,1.59,1457.0
7,536,4,4,10,12,8,187,11,8,13981,1.41,766.0
7,537,5,5,8,14,14,137,14,11,13598,1.49,894.0
7,538,5,5,12,14,14,187,11,5,12193,2.02,1410.0
7,539,4,8,11,14,12,171,11,10,11820,1.89,2171.0
7,540,4,5,9,9,13,69,10,9,13457,1.45,645.0
7,541,4,6,10,10,11,145,20,4,12035,1.53,1947.0
7,542,4,6,10,10,13,145,15,9,12150,1.56,1564.0
7,543,4,5,11,14,10,159,11,5,12087,1.75,1258.0
7,544,4,5,10,10,14,134,11,8,12473,1.53,927.0
7,545,4,6,10,12,14,137,20,4,12002,1.54,2079.0
7,546,4,6,8,13,11,94,11,4,13172,1.38,719.0
7,547,5,5,10,13,13,187,11,4,16709,1.61,876.0
7,548,5,4,9,12,13,125,11,4,14393,1.44,530.0
7,549,4,4,8,9,11,187,13,11,14748,1.31,512.0
7,550,4,4,8,12,14,187,20,8,14687,1.41,1389.0
7,551,4,6,10,9,8,137,13,10,13149,1.5,1083.0
7,552,6,8,8,14,12,109,13,11,19909,1.59,1144.0
7,553,4,4,9,9,11,134,12,4,19708,1.35,537.0
7,554,4,6,9,12,14,137,20,8,12488,1.49,1823.0
7,555,4,6,10,10,9,95,13,12,12622,1.53,1145.0
7,556,5,4,8,13,12,154,10,10,15267,1.33,449.0
7,557,4,6,8,14,12,187,16,5,13456,1.42,1392.0
7,558,5,4,8,14,14,134,13,11,15418,1.33,607.0
7,559,4,6,9,14,8,125,11,11,14465,1.43,885.0
7,560,5,6,10,12,11,145,11,10,12573,1.58,832.0
7,561,4,7,9,10,11,187,11,4,19578,1.51,968.0
7,562,4,4,8,12,8,150,11,12,17044,1.26,449.0
7,563,4,5,11,12,10,121,10,11,12354,1.75,1233.0
7,564,4,8,9,10,14,134,19,6,12583,1.56,1863.0
7,565,4,6,10,14,12,150,12,11,16966,1.59,1343.0
7,566,4,6,8,8,12,154,16,5,13092,1.37,861.0
7,567,4,4,8,13,12,133,12,4,15475,1.37,641.0
7,568,5,4,9,14,8,69,10,10,30346,1.37,532.0
7,569,5,4,8,9,11,63,10,9,18608,1.34,369.0
7,570,4,5,10,14,14,187,11,4,12196,1.63,1211.0
7,571,4,6,11,10,13,145,16,5,15024,1.79,1870.0
7,572,4,4,10,10,14,121,19,12,14286,1.47,1347.0
7,573,4,6,8,9,8,150,10,11,14437,1.36,536.0
7,574,5,6,11,10,10,145,10,9,12138,1.73,875.0
7,575,4,4,8,10,8,112,15,4,16830,1.26,629.0
7,576,5,6,8,10,11,125,11,9,20342,1.38,560.0
7,577,4,4,10,14,8,145,20,6,15000,1.44,1669.0
7,578,4,6,11,14,11,187,11,10,11913,1.71,1436.0
7,579,4,5,10,10,14,145,11,5,12083,1.53,927.0
7,580,4,6,10,11,11,187,13,4,12515,1.54,1237.0
7,581,4,4,8,13,12,94,11,10,15111,1.33,582.0
7,582,4,4,8,14,12,187,14,11,14422,1.29,725.0
7,583,5,4,8,14,8,187,10,10,30062,1.28,454.0
7,584,4,6,10,10,13,145,12,4,12019,1.54,1095.0
7,585,4,4,8,8,12,133,16,4,15524,1.27,668.0
7,586,4,7,8,12,11,137,11,5,13240,1.42,775.0
7,587,5,5,9,9,11,187,11,4,12966,1.52,563.0
7,588,4,4,8,14,11,137,13,8,15841,1.33,695.0
7,589,4,6,10,13,8,187,11,11,13495,1.47,1029.0
7,590,4,5,8,9,11,138,13,4,14157,1.33,660.0
7,591,6,4,9,9,13,109,11,10,19470,1.49,543.0
7,592,5,4,10,10,8,145,10,9,30590,1.44,560.0
7,593,4,6,10,10,12,112,17,4,16015,1.7,2080.0
7,594,5,5,8,12,14,125,13,8,14115,1.44,614.0
7,595,4,4,10,10,13,137,11,4,14075,1.49,784.0
7,596,4,5,8,14,14,137,11,11,14171,1.35,732.0
7,597,4,4,8,9,11,187,11,5,14684,1.33,475.0
7,598,5,4,8,10,10,134,10,12,15675,1.32,360.0
7,599,6,7,9,14,10,112,10,4,13538,1.58,848.0
7,600,6,4,8,13,11,109,16,4,15549,1.4,925.0
7,601,4,6,8,9,12,154,13,8,13338,1.37,803.0
7,602,4,8,8,9,12,171,16,10,12981,1.45,1156.0
7,603,4,4,12,14,12,169,13,12,13670,1.87,1635.0
7,604,4,8,12,14,12,171,13,11,11894,2.04,2731.0
7,605,4,5,11,14,14,171,16,5,11938,1.8,1803.0
7,606,5,4,12,14,8,59,11,10,30554,1.73,1013.0
8,607,4,5,8,12,8,150,11,12,14908,1.36,552.0
8,608,4,6,9,9,8,198,10,11,14821,1.37,700.0
8,609,5,6,8,12,12,73,10,6,13896,1.43,585.0
8,610,4,6,10,10,13,95,13,12,12467,1.58,1291.0
8,611,4,6,9,10,9,145,15,4,12985,1.47,1319.0
8,612,4,4,9,14,8,187,11,11,15318,1.3,650.0
8,613,5,4,8,12,11,187,14,11,21307,1.35,675.0
8,614,4,5,9,9,13,89,11,10,13596,1.45,663.0
8,615,4,4,8,13,13,134,10,12,15628,1.28,529.0
8,616,5,6,8,10,10,68,11,5,14166,1.37,534.0
8,617,4,6,11,10,13,145,16,4,14651,1.79,1867.0
8,618,4,6,10,10,10,145,15,4,11917,1.49,1409.0
8,619,5,5,12,12,14,137,10,8,12255,1.93,1170.0
8,620,4,4,8,13,14,154,11,5,16029,1.33,569.0
8,621,5,8,11,14,12,187,10,10,12241,1.93,1644.0
8,622,4,6,11,14,13,187,11,11,15483,1.84,1670.0
8,623,6,5,10,10,14,112,10,5,16596,1.67,811.0
8,624,4,5,9,8,11,187,11,4,19549,1.46,630.0
8,625,5,5,11,12,10,150,11,11,12378,1.77,933.0
8,626,4,6,10,10,14,150,19,4,12191,1.57,1709.0
8,627,4,6,10,12,14,137,20,11,12039,1.54,2078.0
8,628,4,4,11,10,12,145,14,4,13774,1.64,1021.0
8,629,4,6,8,14,10,187,15,11,22556,1.34,975.0
8,630,7,4,8,11,12,187,11,11,15039,1.4,671.0
8,631,4,4,8,8,12,187,12,10,14536,1.32,494.0
8,632,5,4,8,14,12,133,10,4,15444,1.33,502.0
8,633,4,4,8,14,10,134,14,11,21638,1.27,683.0
8,634,5,7,9,14,12,187,10,4,19574,1.54,857.0
8,635,4,4,8,12,14,187,14,4,14915,1.34,855.0
8,636,4,6,10,14,8,137,20,11,13137,1.61,1931.0
8,637,4,6,8,8,14,133,12,8,13359,1.38,687.0
8,638,4,4,9,12,12,137,20,4,14520,1.43,1485.0
8,639,4,6,11,10,8,145,15,10,12302,1.65,1407.0
8,640,4,5,9,9,13,138,11,4,12806,1.46,666.0
8,641,4,4,8,14,13,187,11,11,14558,1.28,620.0
8,642,4,4,8,9,14,125,13,4,16526,1.29,605.0
8,643,4,4,8,11,10,134,11,8,21690,1.29,478.0
8,644,5,4,8,10,12,187,10,12,14756,1.33,391.0
8,645,4,5,8,9,14,187,13,4,14122,1.38,746.0
8,646,4,8,11,14,11,138,11,5,11993,1.88,2096.0
8,647,6,6,10,14,13,112,16,11,12230,1.68,1836.0
8,648,4,6,9,10,14,134,13,11,12622,1.45,905.0
8,649,4,8,11,14,14,179,11,5,11690,1.94,2357.0
8,650,4,5,8,9,11,187,11,5,13741,1.35,548.0
8,651,5,6,10,10,9,95,13,5,12992,1.53,905.0
8,652,4,6,9,10,14,112,11,12,12671,1.46,826.0
8,653,4,4,12,14,12,171,16,4,13642,1.88,1658.0
8,654,5,8,8,8,12,133,10,10,13053,1.45,641.0
8,655,4,6,10,8,11,145,13,7,12033,1.53,1183.0
8,656,4,6,11,14,13,187,16,10,15521,1.8,2054.0
8,657,5,4,9,10,13,63,10,4,13895,1.45,508.0
8,658,4,6,11,9,14,184,16,10,12138,1.81,1898.0
8,659,4,8,11,14,10,171,11,11,11916,1.73,1832.0
8,660,4,5,11,12,12,150,11,10,12017,1.79,1223.0
8,661,5,6,8,14,14,171,11,10,13383,1.39,696.0
8,662,4,8,11,13,12,137,11,5,11962,1.81,1815.0
8,663,7,5,10,10,14,104,11,10,13187,1.71,939.0
8,664,5,8,12,14,12,171,10,5,11914,2.04,1893.0
8,665,5,6,12,14,12,154,16,10,12227,2.04,1827.0
8,666,4,8,8,8,12,171,10,5,12966,1.44,889.0
8,667,4,7,10,10,11,145,15,5,12281,1.61,1507.0
8,668,4,6,11,10,14,145,19,9,11818,1.85,2171.0
8,669,5,6,10,10,10,150,10,11,12303,1.56,754.0
9,670,5,6,10,10,10,150,19,11,12536,1.59,1433.0
9,671,4,6,10,10,14,150,10,11,12136,1.56,1101.0
9,672,5,4,10,10,8,145,11,4,29893,1.48,536.0
9,673,4,5,8,9,9,179,10,5,14446,1.32,475.0
9,674,7,6,8,12,12,60,11,6,14492,1.51,839.0
9,675,5,7,9,14,10,134,11,5,12732,1.62,1047.0
9,676,4,8,11,14,14,179,10,4,11554,1.88,2054.0
9,677,5,4,8,14,13,145,14,11,15608,1.34,620.0
9,678,4,6,10,10,12,187,16,4,16875,1.58,1354.0
9,679,4,4,8,10,10,150,10,9,22469,1.29,440.0
9,680,5,5,11,12,8,112,11,11,26974,1.68,860.0
9,681,5,7,8,12,12,154,10,6,13091,1.45,667.0
9,682,4,6,8,13,13,145,11,5,12970,1.39,764.0
9,683,4,6,11,10,11,94,11,9,12450,1.75,1237.0
9,684,4,6,10,13,14,145,19,4,11935,1.58,1782.0
9,685,4,4,11,14,11,187,11,10,12973,1.66,1051.0
9,686,4,6,8,12,12,187,13,10,13374,1.41,803.0
9,687,4,6,8,10,14,150,19,8,13325,1.34,1229.0
9,688,5,6,10,8,11,73,18,5,13093,1.69,1566.0
9,689,4,6,9,13,11,95,11,8,17564,1.44,818.0
9,690,4,6,10,10,9,137,13,12,12552,1.53,1152.0
9,691,5,6,9,9,11,187,11,11,13113,1.49,619.0
9,692,5,5,10,10,8,150,11,4,27464,1.53,639.0
9,693,5,4,11,10,10,63,10,9,13526,1.63,582.0
9,694,5,6,9,11,11,145,10,10,12875,1.47,608.0
9,695,4,4,8,9,8,150,11,11,17131,1.26,419.0
9,696,4,5,11,12,10,121,10,12,12309,1.75,1233.0
9,697,5,4,8,10,12,112,10,11,15282,1.32,382.0
9,698,4,4,8,14,8,187,14,9,15931,1.26,700.0
9,699,4,6,10,10,12,116,16,4,15846,1.57,1344.0
9,700,4,4,8,12,8,154,10,6,16958,1.32,498.0
9,701,5,6,8,14,12,187,14,11,13867,1.43,766.0
9,702,5,4,8,12,11,154,10,6,21595,1.38,452.0
9,703,5,6,9,11,12,63,10,10,17084,1.47,633.0
9,704,5,8,8,13,13,58,10,9,13776,1.48,806.0
9,705,5,4,8,10,8,187,11,4,30131,1.3,382.0
9,706,4,6,8,9,13,145,12,4,13066,1.4,699.0
9,707,4,4,10,10,8,121,10,12,14978,1.43,633.0
9,708,5,6,11,10,14,145,19,9,14912,1.89,1864.0
9,709,4,6,11,10,10,145,10,9,11939,1.69,1146.0
9,710,5,4,10,10,12,134,20,10,13994,1.62,1569.0
9,711,8,6,8,8,14,187,19,12,22972,1.57,3427.0
9,712,5,4,8,9,13,63,13,10,14710,1.31,440.0
9,713,4,4,9,11,11,125,10,4,19768,1.36,519.0
9,714,4,5,11,10,8,187,11,4,12442,1.63,907.0
9,715,5,4,8,14,14,125,11,5,15252,1.37,539.0
9,716,4,6,10,8,14,145,13,7,12133,1.64,1388.0
9,717,5,6,8,13,11,137,11,5,20422,1.46,693.0
9,718,4,6,10,14,13,138,11,8,12041,1.63,1376.0
9,719,4,5,9,13,11,137,11,4,18820,1.47,755.0
9,720,4,6,8,9,11,187,11,4,13942,1.35,655.0
9,721,4,4,10,13,11,94,11,5,13757,1.43,786.0
9,722,4,8,11,10,14,145,11,5,11912,1.85,1885.0
9,723,4,6,10,14,10,179,15,4,12394,1.6,1545.0
9,724,4,4,8,9,13,121,11,11,15499,1.34,508.0
9,725,4,4,8,14,8,187,10,12,15999,1.25,532.0
9,726,4,6,10,14,14,171,10,10,12258,1.63,1402.0
9,727,5,8,12,11,12,150,19,4,12005,2.41,3741.0
9,728,4,6,10,10,11,94,11,4,12493,1.57,1123.0
9,729,5,6,8,13,14,112,11,5,13112,1.41,656.0
9,730,4,4,9,9,11,187,13,11,19907,1.4,585.0
9,731,4,6,12,14,14,187,11,5,14619,2.05,2259.0
9,732,5,8,8,13,8,150,10,11,30123,1.43,647.0
9,733,4,6,8,9,12,133,10,10,13074,1.39,633.0
9,734,4,6,8,9,11,137,11,7,13286,1.35,649.0
9,735,4,5,10,8,11,145,13,5,12360,1.53,1009.0
9,736,4,4,8,9,8,187,13,11,15963,1.26,462.0
9,737,4,5,8,14,11,138,14,4,13724,1.39,817.0
9,738,4,7,10,10,13,145,11,11,12319,1.65,1432.0
9,739,4,6,12,11,14,150,19,12,14150,2.32,3829.0
9,740,5,4,8,10,14,145,11,12,15643,1.37,455.0
9,741,4,8,10,10,9,134,10,5,12471,1.56,1252.0
10,742,4,4,10,10,14,187,14,11,13236,1.49,1026.0
10,743,4,6,8,14,8,150,19,11,14495,1.37,1186.0
10,744,4,4,10,10,8,145,12,4,15001,1.44,671.0
10,745,5,6,8,10,14,125,11,6,13184,1.45,654.0
10,746,5,4,8,13,11,187,10,4,21365,1.38,486.0
10,747,4,7,9,12,13,134,11,12,12479,1.53,1104.0
10,748,4,4,8,14,8,187,10,5,15703,1.25,529.0
10,749,4,5,8,9,11,137,11,12,13942,1.34,545.0
10,750,4,4,8,14,8,112,10,9,16529,1.24,522.0
10,751,5,4,8,10,8,187,10,12,30292,1.31,353.0
10,752,5,6,9,10,8,112,11,9,29646,1.44,615.0
10,753,4,4,8,10,14,112,10,12,15623,1.33,508.0
10,754,4,4,8,9,8,179,11,5,16759,1.26,420.0
10,755,5,5,8,10,11,112,10,9,20052,1.35,431.0
10,756,5,6,8,9,12,133,10,10,13395,1.42,537.0
10,757,4,6,8,12,12,154,10,6,13060,1.39,686.0
10,758,4,6,8,9,8,94,13,10,14543,1.36,630.0
10,759,4,4,8,13,11,187,11,4,14648,1.35,558.0
10,760,4,4,8,14,8,187,14,8,15904,1.26,700.0
10,761,4,5,11,9,8,150,11,5,12558,1.62,890.0
10,762,4,4,8,10,8,112,10,11,16737,1.26,409.0
10,763,5,6,8,9,8,150,10,9,29662,1.34,454.0
10,764,5,4,9,14,12,63,10,12,17308,1.43,540.0
10,765,5,4,8,10,11,100,17,10,20088,1.31,707.0
10,766,4,5,11,14,8,121,11,12,12526,1.64,1133.0
10,767,4,4,8,9,14,187,10,5,15034,1.3,475.0
10,768,5,6,9,10,13,187,11,4,13021,1.5,662.0
10,769,4,7,10,12,11,145,12,4,12139,1.59,1267.0
10,770,4,6,10,13,14,137,11,8,12092,1.59,1307.0
10,771,4,5,10,10,11,145,11,5,12288,1.53,866.0
10,772,4,6,10,10,14,145,19,11,11989,1.57,1708.0
10,773,6,6,10,10,13,150,16,11,12464,1.77,1498.0
10,774,4,6,11,10,14,179,19,8,12151,1.86,2176.0
10,775,4,8,8,10,14,150,11,4,13180,1.47,1075.0
10,776,4,4,8,10,9,150,10,11,16361,1.28,425.0
10,777,5,4,8,9,8,112,11,11,30667,1.28,375.0
10,778,4,6,10,10,14,150,11,11,11952,1.59,1234.0
10,779,4,6,11,14,11,187,19,10,12045,1.84,2082.0
10,780,5,7,8,14,11,63,13,12,18507,1.5,1013.0
10,781,5,4,9,10,12,187,10,10,19391,1.44,498.0
10,782,4,6,8,8,12,154,16,4,13378,1.37,862.0
10,783,4,6,10,10,13,145,16,5,12127,1.58,1380.0
10,784,5,5,10,14,14,112,11,5,12777,1.65,957.0
10,785,4,6,11,10,14,187,11,5,12166,1.78,1370.0
10,786,4,4,8,10,9,150,11,8,16295,1.31,455.0
10,787,4,6,8,9,14,137,19,7,13603,1.35,1223.0
10,788,5,5,8,13,13,187,11,7,13421,1.41,576.0
10,789,4,4,8,9,13,187,11,12,14534,1.34,516.0
10,790,4,4,8,14,13,67,11,11,14795,1.27,605.0
10,791,4,4,8,13,8,187,14,11,15938,1.32,641.0
10,792,4,6,9,10,10,150,11,11,12689,1.46,755.0
10,793,4,5,11,12,14,134,13,11,12226,1.81,1379.0
10,794,4,6,11,10,13,145,16,9,14862,1.79,1868.0
10,795,4,6,10,10,10,145,10,4,12296,1.53,962.0
10,796,4,6,8,9,10,125,10,9,21091,1.37,567.0
10,797,5,4,11,10,13,145,13,4,13805,1.76,868.0
10,798,5,4,8,12,11,187,10,11,21322,1.38,457.0
10,799,4,4,9,9,8,121,11,12,16391,1.34,500.0
10,800,4,6,11,14,14,134,13,11,12018,1.84,1772.0
10,801,5,7,9,12,12,171,11,4,19504,1.56,929.0
10,802,5,8,12,14,11,187,10,10,12578,2.02,1835.0
11,803,4,6,9,10,14,134,10,11,12724,1.47,809.0
11,804,4,4,8,14,8,112,13,9,16586,1.26,653.0
11,805,5,6,9,8,10,145,10,7,12933,1.49,573.0
11,806,4,7,10,14,11,134,13,4,12191,1.56,1473.0
11,807,4,6,10,10,14,187,19,11,12413,1.57,1714.0
11,808,4,5,11,14,14,150,11,5,12000,1.83,1446.0
11,809,5,8,8,8,13,63,13,10,13875,1.47,755.0
11,810,5,4,8,9,12,133,10,10,15586,1.33,387.0
11,811,5,4,8,10,8,125,15,4,29774,1.3,585.0
11,812,4,5,11,13,13,150,11,11,14963,1.79,1299.0
11,813,5,5,8,12,10,187,11,7,13791,1.4,479.0
11,814,4,6,10,14,10,145,10,4,12309,1.53,1197.0
11,815,5,6,10,14,10,171,15,10,12670,1.63,1207.0
11,816,4,8,12,10,12,145,19,4,11997,2.38,4743.0
11,817,4,6,8,12,11,94,11,11,13153,1.4,704.0
11,818,4,5,11,8,10,150,17,4,12063,1.86,1916.0
11,819,4,6,8,14,11,187,11,11,13680,1.39,788.0
11,820,4,4,11,9,8,187,13,10,13226,1.61,819.0
11,821,5,4,9,14,8,63,10,10,30142,1.37,531.0
11,822,4,4,8,10,11,112,10,11,15621,1.29,446.0
11,823,4,6,10,8,14,150,13,7,12116,1.64,1389.0
11,824,4,6,10,10,11,145,19,11,12052,1.57,1627.0
11,825,4,4,8,11,13,67,11,10,14827,1.32,526.0
11,826,5,6,9,14,11,145,10,11,12556,1.52,734.0
11,827,4,6,9,14,14,158,20,11,12434,1.55,1730.0
11,828,4,4,8,13,12,138,17,8,15573,1.32,973.0
11,829,4,5,8,9,11,187,14,11,14001,1.4,814.0
11,830,5,7,12,14,12,64,10,10,13135,2.01,1653.0
11,831,5,6,11,10,10,150,10,11,12242,1.73,876.0
11,832,4,6,8,9,8,145,10,9,14618,1.36,535.0
11,833,5,6,8,10,14,63,19,10,13993,1.37,1179.0
11,834,4,4,8,9,13,150,13,8,15466,1.29,595.0
11,835,4,6,10,13,11,138,11,8,12059,1.52,1121.0
11,836,4,5,9,9,13,137,11,10,12989,1.46,668.0
11,837,5,5,12,9,11,171,10,10,13104,1.94,1037.0
11,838,4,8,8,14,12,179,11,5,12714,1.46,1043.0
11,839,4,6,8,10,10,150,19,9,22025,1.39,1109.0
11,840,4,6,11,10,14,145,10,8,11794,1.77,1349.0
11,841,4,8,10,12,14,54,10,12,13042,1.62,1536.0
11,842,4,6,11,14,14,112,11,4,12033,1.84,1699.0
11,843,4,6,8,9,8,154,13,10,14770,1.36,637.0
11,844,4,4,8,11,14,187,17,6,14876,1.3,885.0
11,845,5,6,10,10,10,145,10,11,12385,1.56,753.0
11,846,4,6,10,10,10,150,15,4,12315,1.49,1409.0
11,847,4,7,8,12,12,112,10,9,13289,1.38,765.0
11,848,4,4,8,13,8,145,11,5,16678,1.3,503.0
11,849,5,6,8,10,13,154,16,4,13174,1.46,951.0
11,850,4,6,10,12,12,145,10,6,16794,1.57,1166.0
11,851,5,6,8,10,12,154,10,5,13512,1.41,543.0
11,852,4,6,11,8,10,145,16,9,11976,1.79,1761.0
11,853,5,6,10,10,8,112,10,9,29503,1.52,710.0
11,854,5,4,8,10,10,150,10,11,16248,1.32,362.0
11,855,4,8,8,14,13,179,11,4,12710,1.47,1082.0
11,856,4,4,11,14,14,187,10,11,12886,1.74,1196.0
11,857,5,4,10,12,10,150,10,11,14305,1.46,582.0
11,858,5,6,9,10,11,187,11,11,13147,1.5,632.0
11,859,5,6,11,14,14,154,10,5,14933,1.86,1296.0
11,860,5,6,10,11,8,111,10,5,29126,1.49,758.0
11,861,4,6,9,13,11,94,11,10,17723,1.44,819.0
11,862,5,4,8,9,13,63,13,4,14912,1.31,440.0
11,863,4,6,10,13,11,94,11,10,12522,1.51,1116.0
11,864,4,4,8,14,8,187,13,5,16016,1.27,661.0
11,865,4,4,11,9,8,134,10,12,14633,1.56,695.0
11,866,4,6,9,10,14,112,11,11,12617,1.46,825.0
11,867,4,6,10,10,14,150,11,12,12108,1.59,1235.0
11,868,4,6,10,10,14,145,11,9,12013,1.59,1232.0
11,869,5,6,11,12,14,112,19,5,14825,1.88,1852.0
11,870,5,6,12,14,8,112,10,4,28851,1.85,1317.0
11,871,4,4,8,10,13,145,12,9,15922,1.32,515.0
11,872,4,7,8,14,12,187,11,11,12804,1.39,924.0
11,873,5,4,9,12,11,187,14,4,13761,1.43,594.0
11,874,5,6,8,10,13,145,11,4,13317,1.43,617.0
11,875,4,4,10,10,8,125,12,4,15132,1.44,669.0
11,876,5,4,8,10,8,145,10,9,30412,1.31,348.0
